"","...1","site","location","order","family","length","ecomorphology","area_pool","human_influence","method","point","type"
"246",246,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"247",247,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"248",248,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"249",249,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"250",250,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"251",251,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"252",252,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"253",253,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"254",254,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"255",255,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"256",256,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"257",257,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"258",258,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"259",259,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"260",260,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"261",261,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"262",262,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"263",263,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"264",264,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"265",265,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"266",266,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"267",267,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"268",268,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"269",269,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"270",270,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"271",271,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"272",272,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"273",273,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"274",274,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"275",275,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"276",276,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"277",277,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"278",278,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"279",279,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"280",280,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"281",281,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"282",282,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"283",283,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"284",284,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"285",285,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"286",286,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"287",287,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"288",288,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"289",289,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"290",290,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"291",291,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"292",292,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"293",293,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"294",294,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"295",295,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"296",296,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"297",297,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"298",298,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"299",299,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"300",300,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"301",301,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"302",302,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"303",303,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"304",304,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"305",305,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"306",306,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"307",307,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"308",308,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"309",309,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"310",310,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"311",311,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"312",312,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"313",313,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"314",314,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"315",315,"Tegel","Control","Coleoptera","Elmidae",1,2,728,191108.434590873,"kick_net",NA,"aquatic"
"316",316,"Tegel","Control","Coleoptera","Elmidae",1,2,728,191108.434590873,"kick_net",NA,"aquatic"
"317",317,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"318",318,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"319",319,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"320",320,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"321",321,"Tegel","Control","Coleoptera","Elmidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"322",322,"Tegel","Control","Coleoptera","Elmidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"323",323,"Tegel","Control","Coleoptera","Elmidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"324",324,"Tegel","Control","Coleoptera","Elmidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"325",325,"Tegel","Control","Coleoptera","Elmidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"326",326,"Tegel","Control","Coleoptera","Elmidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"327",327,"Tegel","Control","Coleoptera","Elmidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"328",328,"Tegel","Control","Coleoptera","Elmidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"329",329,"Tegel","Control","Coleoptera","Elmidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"330",330,"Tegel","Control","Coleoptera","Elmidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"331",331,"Tegel","Control","Coleoptera","Elmidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"332",332,"Tegel","Control","Coleoptera","Elmidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"333",333,"Tegel","Control","Coleoptera","Elmidae",4,2,728,191108.434590873,"kick_net",NA,"aquatic"
"334",334,"Tegel","Control","Coleoptera","Elmidae",4,2,728,191108.434590873,"kick_net",NA,"aquatic"
"335",335,"Tegel","Control","Coleoptera","Elmidae",4,2,728,191108.434590873,"kick_net",NA,"aquatic"
"336",336,"Tegel","Control","Coleoptera","Elmidae",4,2,728,191108.434590873,"kick_net",NA,"aquatic"
"337",337,"Tegel","Control","Coleoptera","Curculionidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"338",338,"Tegel","Inflow","Ephemeroptera","Ephemeridae",7,2,728,191108.434590873,"kick_net",NA,"aquatic"
"339",339,"Tegel","Inflow","Ephemeroptera","Ephemeridae",11,2,728,191108.434590873,"kick_net",NA,"aquatic"
"340",340,"Tegel","Inflow","Ephemeroptera","Ephemeridae",12,2,728,191108.434590873,"kick_net",NA,"aquatic"
"341",341,"Tegel","Inflow","Ephemeroptera","Ephemeridae",17,2,728,191108.434590873,"kick_net",NA,"aquatic"
"342",342,"Tegel","Inflow","Ephemeroptera","Ephemerellidae",4,2,728,191108.434590873,"kick_net",NA,"aquatic"
"343",343,"Tegel","Inflow","Ephemeroptera","Ephemerellidae",5,2,728,191108.434590873,"kick_net",NA,"aquatic"
"344",344,"Tegel","Inflow","Ephemeroptera","Ephemerellidae",6,2,728,191108.434590873,"kick_net",NA,"aquatic"
"345",345,"Tegel","Inflow","Ephemeroptera","Ephemerellidae",6,2,728,191108.434590873,"kick_net",NA,"aquatic"
"346",346,"Tegel","Inflow","Ephemeroptera","Ephemerellidae",7,2,728,191108.434590873,"kick_net",NA,"aquatic"
"347",347,"Tegel","Inflow","Ephemeroptera","Ephemerellidae",7,2,728,191108.434590873,"kick_net",NA,"aquatic"
"348",348,"Tegel","Inflow","Ephemeroptera","Ephemerellidae",8,2,728,191108.434590873,"kick_net",NA,"aquatic"
"349",349,"Tegel","Inflow","Ephemeroptera","Baetidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"350",350,"Tegel","Inflow","Ephemeroptera","Baetidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"351",351,"Tegel","Inflow","Ephemeroptera","Baetidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"352",352,"Tegel","Inflow","Ephemeroptera","Baetidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"353",353,"Tegel","Inflow","Ephemeroptera","Baetidae",4,2,728,191108.434590873,"kick_net",NA,"aquatic"
"354",354,"Tegel","Inflow","Ephemeroptera","Baetidae",4,2,728,191108.434590873,"kick_net",NA,"aquatic"
"355",355,"Tegel","Inflow","Ephemeroptera","Baetidae",4,2,728,191108.434590873,"kick_net",NA,"aquatic"
"356",356,"Tegel","Inflow","Ephemeroptera","Baetidae",4,2,728,191108.434590873,"kick_net",NA,"aquatic"
"357",357,"Tegel","Inflow","Ephemeroptera","Baetidae",4,2,728,191108.434590873,"kick_net",NA,"aquatic"
"358",358,"Tegel","Inflow","Ephemeroptera","Baetidae",4,2,728,191108.434590873,"kick_net",NA,"aquatic"
"359",359,"Tegel","Inflow","Ephemeroptera","Baetidae",4,2,728,191108.434590873,"kick_net",NA,"aquatic"
"360",360,"Tegel","Inflow","Ephemeroptera","Baetidae",4,2,728,191108.434590873,"kick_net",NA,"aquatic"
"361",361,"Tegel","Inflow","Ephemeroptera","Baetidae",5,2,728,191108.434590873,"kick_net",NA,"aquatic"
"362",362,"Tegel","Inflow","Ephemeroptera","Baetidae",5,2,728,191108.434590873,"kick_net",NA,"aquatic"
"363",363,"Tegel","Inflow","Ephemeroptera","Baetidae",5,2,728,191108.434590873,"kick_net",NA,"aquatic"
"364",364,"Tegel","Inflow","Ephemeroptera","Baetidae",5,2,728,191108.434590873,"kick_net",NA,"aquatic"
"365",365,"Tegel","Inflow","Ephemeroptera","Baetidae",5,2,728,191108.434590873,"kick_net",NA,"aquatic"
"366",366,"Tegel","Inflow","Ephemeroptera","Baetidae",5,2,728,191108.434590873,"kick_net",NA,"aquatic"
"367",367,"Tegel","Inflow","Ephemeroptera","Baetidae",5,2,728,191108.434590873,"kick_net",NA,"aquatic"
"368",368,"Tegel","Inflow","Ephemeroptera","Baetidae",5,2,728,191108.434590873,"kick_net",NA,"aquatic"
"369",369,"Tegel","Inflow","Ephemeroptera","Baetidae",5,2,728,191108.434590873,"kick_net",NA,"aquatic"
"370",370,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"kick_net",NA,"aquatic"
"371",371,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"kick_net",NA,"aquatic"
"372",372,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"kick_net",NA,"aquatic"
"373",373,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"kick_net",NA,"aquatic"
"374",374,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"kick_net",NA,"aquatic"
"375",375,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"kick_net",NA,"aquatic"
"376",376,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"kick_net",NA,"aquatic"
"377",377,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"kick_net",NA,"aquatic"
"378",378,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"kick_net",NA,"aquatic"
"379",379,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"kick_net",NA,"aquatic"
"380",380,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"kick_net",NA,"aquatic"
"381",381,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"kick_net",NA,"aquatic"
"382",382,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"kick_net",NA,"aquatic"
"383",383,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"kick_net",NA,"aquatic"
"384",384,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"kick_net",NA,"aquatic"
"385",385,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"kick_net",NA,"aquatic"
"386",386,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"kick_net",NA,"aquatic"
"387",387,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"kick_net",NA,"aquatic"
"388",388,"Tegel","Inflow","Ephemeroptera","Baetidae",7,2,728,191108.434590873,"kick_net",NA,"aquatic"
"389",389,"Tegel","Inflow","Ephemeroptera","Baetidae",7,2,728,191108.434590873,"kick_net",NA,"aquatic"
"390",390,"Tegel","Inflow","Ephemeroptera","Baetidae",7,2,728,191108.434590873,"kick_net",NA,"aquatic"
"391",391,"Tegel","Inflow","Amphipoda","Gammaridae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"392",392,"Tegel","Inflow","Amphipoda","Gammaridae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"393",393,"Tegel","Inflow","Amphipoda","Gammaridae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"394",394,"Tegel","Inflow","Amphipoda","Gammaridae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"395",395,"Tegel","Inflow","Amphipoda","Gammaridae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"396",396,"Tegel","Inflow","Amphipoda","Gammaridae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"397",397,"Tegel","Inflow","Amphipoda","Gammaridae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"398",398,"Tegel","Inflow","Amphipoda","Gammaridae",4,2,728,191108.434590873,"kick_net",NA,"aquatic"
"399",399,"Tegel","Inflow","Amphipoda","Gammaridae",4,2,728,191108.434590873,"kick_net",NA,"aquatic"
"400",400,"Tegel","Inflow","Amphipoda","Gammaridae",4,2,728,191108.434590873,"kick_net",NA,"aquatic"
"401",401,"Tegel","Inflow","Amphipoda","Gammaridae",4,2,728,191108.434590873,"kick_net",NA,"aquatic"
"402",402,"Tegel","Inflow","Amphipoda","Gammaridae",4,2,728,191108.434590873,"kick_net",NA,"aquatic"
"403",403,"Tegel","Inflow","Amphipoda","Gammaridae",4,2,728,191108.434590873,"kick_net",NA,"aquatic"
"404",404,"Tegel","Inflow","Amphipoda","Gammaridae",5,2,728,191108.434590873,"kick_net",NA,"aquatic"
"405",405,"Tegel","Inflow","Amphipoda","Gammaridae",5,2,728,191108.434590873,"kick_net",NA,"aquatic"
"406",406,"Tegel","Inflow","Amphipoda","Gammaridae",5,2,728,191108.434590873,"kick_net",NA,"aquatic"
"407",407,"Tegel","Inflow","Amphipoda","Gammaridae",5,2,728,191108.434590873,"kick_net",NA,"aquatic"
"408",408,"Tegel","Inflow","Amphipoda","Gammaridae",5,2,728,191108.434590873,"kick_net",NA,"aquatic"
"409",409,"Tegel","Inflow","Amphipoda","Gammaridae",7,2,728,191108.434590873,"kick_net",NA,"aquatic"
"410",410,"Tegel","Inflow","Amphipoda","Gammaridae",7,2,728,191108.434590873,"kick_net",NA,"aquatic"
"411",411,"Tegel","Inflow","Amphipoda","Gammaridae",8,2,728,191108.434590873,"kick_net",NA,"aquatic"
"412",412,"Tegel","Inflow","Amphipoda","Gammaridae",10,2,728,191108.434590873,"kick_net",NA,"aquatic"
"413",413,"Tegel","Inflow","Ephemeroptera","Caenidae",4,2,728,191108.434590873,"kick_net",NA,"aquatic"
"414",414,"Tegel","Inflow","Ephemeroptera","Caenidae",4,2,728,191108.434590873,"kick_net",NA,"aquatic"
"415",415,"Tegel","Inflow","Ephemeroptera","Caenidae",4,2,728,191108.434590873,"kick_net",NA,"aquatic"
"416",416,"Tegel","Inflow","Diptera","Limoniidae",7,2,728,191108.434590873,"kick_net",NA,"aquatic"
"417",417,"Tegel","Inflow","Diptera","Chironomidae",1,2,728,191108.434590873,"kick_net",NA,"aquatic"
"418",418,"Tegel","Inflow","Diptera","Chironomidae",1,2,728,191108.434590873,"kick_net",NA,"aquatic"
"419",419,"Tegel","Inflow","Diptera","Chironomidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"420",420,"Tegel","Inflow","Diptera","Chironomidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"421",421,"Tegel","Inflow","Diptera","Chironomidae",2,2,728,191108.434590873,"kick_net",NA,"aquatic"
"422",422,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"423",423,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"424",424,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"425",425,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"426",426,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"427",427,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"428",428,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"429",429,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"430",430,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"431",431,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"432",432,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"433",433,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"434",434,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"435",435,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"436",436,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"437",437,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"438",438,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"439",439,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"440",440,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"441",441,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"442",442,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
"443",443,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"kick_net",NA,"aquatic"
